Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
1,7.579680740828883,-144.9609528411326,-4.995999522987675,-10.094966050422,37.01672102351434,-3.590631750900119,7.57556927982139,-144.9615687800939,-4.996415228453465,0.1354324512,332644.3309,10.6770201602,1526.41066486,-8.995274838825624,-0.7909972046878835,-5.697202251813055,-8.923899291714571,-0.402992137572812,-12.76316867169166,-36.10975681715955,-0.4388298883262686,-1.957504538974755,2.364402237008558,-0.003843899164320531,-3.705090161878179,-8.995274838825624,-0.7909972046878835,-5.697202251813055,-4.893976079697961,1526.373035798818,9.535322879157899,-4.782638489983535,0.4502734349626306,9.535322879157901,9.535324495708108,0.4502735374519698,4.782635257357242, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,12.625064861029,12.625064862398,177.9578853803208,-5.466939822991073,188.6775560198441,-0.04889233510967807,-0.07470813641790051,0.9959057482060989,0.01414123794219068,0.6696397315898965,-0.06282599579217546,0.7387836958396996,-0.04282726807032112,-0.669641292651615,0.06285293222876082,-0.7387814046767089,0.04280285259220319,-147.65167069083,-4.2485974842821,1.9236555807105e-05,1.9366200433913e-05,1.2278173683615e-06,20925658.89485494,1526.371539307723,7.025606591324937,20925658.95052367,0.448425481286904,7.025606591324937,0.0041780741322404,12.625064862398,0,3.29604458,19.6969697,19.6969697,0.999179348,-3.07785182,7.03989866,-176.360909,-3.07785182,-0.0907110905,0,1,-0.0907110905,0,-3.10595103,-0.174,0.348,0,-0.307759702,-0.769399254,-0.773805471,0,0,0,-1,157.580793,0,188.691454,-188.691454,360,30,0.5235,0.141244551,-2.96470648,0,0,0,-12.6250649,-6.33472414,-0.759367134,4.02326812,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9171,0,-0,0,0,0,130,130,1.87997251451282304e-05,1.60745038740234699e-07,20925658.6853251606,7.57556927982138983
1.1,6.58906272407426,-140.8269729360303,-5.305093914826066,-9.505996705790771,47.49352324620422,-2.481210040657808,6.584982765831691,-140.8276246931622,-5.304473063125206,0.1856297785,389444.1984,12.4999515412,1526.36733964,-10.38138245512127,-0.8623908057793911,-6.908832676458145,-18.54124873664828,-1.026772626361064,-11.00396214578736,-36.5536078731807,-0.7321170183422417,-3.953875357847498,3.300426307386135,-0.003973055189508262,-4.923109528584614,-10.38138245512127,-0.8623908057793911,-6.908832676458145,-8.525755443427903,1526.315527030883,9.245483573147443,-8.403288871702378,0.3931388686865556,9.245483573147437,9.245486793802783,0.3931390657970398,8.403285319043428, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,11.96614266932,11.966142678759,178.6775147824847,8.856442347817614,188.7731952186603,0.07609876153598631,-0.07714084038654093,0.9939599039096204,0.01737753311391429,0.7566458634728902,-0.06683458236265158,0.6490256921796259,-0.04225904377209075,-0.7566475577322798,0.0668606125438108,-0.6490230111476011,0.04222869722053221,-146.35614810977,-3.9560662122033,2.1812255574494e-05,2.1959259115657e-05,1.3439498525451e-06,20925658.22424217,1679.006211605048,7.966307651276982,20925658.29160114,0.4908395629556708,7.966307651276982,0.0045958815454644,11.966142678759,6.5413019554606e-09,3.2977138,19.6969697,19.6969697,0.999203142,-3.08005601,7.98141013,-176.487209,-3.08005601,-0.0945844976,0,1,-0.0945844976,0,-3.11851093,-0.174,0.348,0,-0.290396221,-0.725990553,-0.730232488,0,0,0,-1,157.988423,0,188.787101,-188.787101,360,30,0.5235,0.159887396,-2.95862354,0,0,0,-11.9661427,-6.90431185,-0.827691242,7.57559408,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9165,0,-0,0,0,0,130,130,2.12147091847104046e-05,2.5961880469990443e-07,20925658.0837472938,6.58498276583169062
1.2,5.705698596383882,-135.3956437429658,-5.500189440817781,-7.823538445074941,63.28344316319324,-1.329527129266635,5.701892862231317,-135.3963210055806,-5.498603878972517,0.2635924903,464079.1535,14.8951375953,1526.29591217,-12.64662995580324,-0.9976772659435691,-7.805928184128046,-26.31598769036927,-1.675260355440632,-6.724974168660555,-37.05118268495837,-1.159902013706967,-6.726671793881931,4.422430976113631,-0.002932972360073718,-7.111590161114015,-12.64662995580324,-0.9976772659435691,-7.805928184128046,-12.20645489737815,1526.222196485857,8.718997797268161,-12.07286385082629,0.3002662691841563,8.718997797268159,8.719002947386189,0.3002665725774083,12.07286012387407, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,10.942753620446,10.942753623827,179.3857853447804,22.70968456036215,189.0920916323802,0.1958459305583829,-0.07875972303619715,0.97724450750447,0.02084346572258502,0.8295003220652518,-0.07043008840676163,0.5525320547563948,-0.04095298288690989,-0.8295021130744608,0.07045426310304864,-0.5525289727217155,0.04091668997727715,-148.31571061922,-3.8405502860168,2.4277975732256e-05,2.4441596984925e-05,1.4398533017527e-06,20925657.18804983,1831.633454217546,8.866841565933798,20925657.26821173,0.5258655517916395,8.866841565933798,0.0050136889586885,10.942753623827,0,3.30327959,19.6969697,19.6969697,0.999240099,-3.08235507,8.88241695,-176.618945,-3.08235507,-0.102449347,0,1,-0.102449347,0,-3.13087259,-0.174,0.348,0,-0.274748246,-0.686870615,-0.690493146,0,0,0,-1,158.734247,0,189.10602,-189.10602,360,30,0.5235,0.177621017,-2.95325157,0,0,0,-10.9427536,-7.33940067,-0.879924948,11.1929352,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.916,0,-0,0,0,0,130,130,2.3567691951605985e-05,3.41776767564699772e-07,20925657.1284432001,5.70189286223131742
1.3,5.046597611144956,-128.1524316189841,-5.583779920234302,-4.9093818075585,84.18650058800804,-0.2865155964025399,5.04326284598147,-128.1531247335359,-5.581360160540219,0.3696701845,549589.4332,17.6390976822,1526.18183891,-15.56654381490925,-1.198397728898537,-8.208795501311965,-31.54411234593611,-2.334941351376973,-1.462616846986844,-37.37743331101069,-1.74413245128343,-10.44135616519978,5.531348510097674,7.029368468145913e-06,-10.40555573012622,-15.56654381490925,-1.198397728898537,-8.208795501311965,-15.93042591226969,1526.078406472441,7.869195567813355,-15.78571738132486,0.15701882983614,7.869195567813354,7.869202934035743,0.1570192441491359,15.78571370513251, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,9.5501006133854,9.5501006117919,-179.7857564677596,35.93584866278498,189.6749123321543,0.3075351180482744,-0.07964163747809982,0.9478880104795896,0.02424211904694344,0.8877183136009894,-0.07345690549616503,0.4527976645048734,-0.03917338064649185,-0.8877201693729744,0.0734783674558098,-0.4527941822309219,0.03913130386630585,-152.19571459333,-3.8956678013833,2.6557432109812e-05,2.673641575526e-05,1.503788867912e-06,20925655.7814814,1984.248971427509,9.699347665591768,20925655.87555835,0.5492161661268256,9.699347665591768,0.0054314963719125,9.5501006117919,-3.2706509777303e-09,3.31345173,19.6969697,19.6969697,0.999290392,-3.08502902,9.71488017,-176.772163,-3.08502902,-0.115295445,0,1,-0.115295445,0,3.1378534,0.174,0.348,0,0.0851640152,0.212910038,0.106313072,0,0,0,-1,-154.122626,0,189.688884,-189.688884,360,30,0.5235,0.194489758,3.33234316,0,0,0,-9.55010061,-7.61786968,-0.913416847,14.8722969,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9159,0,-0,0,0,0,130,130,2.57851315708510477e-05,3.96296010624378426e-07,20925655.8084687851,5.04326284598147012
1.4,4.734400493525144,-118.5796485618335,-5.573589895855603,-0.81204818029392,110.2741328807102,0.5064091222539734,4.731670378588858,-118.5803478323215,-5.570505451550094,0.5040737771,641778.7525,20.5970484375,1526.0089686,-18.87834825431761,-1.465557698783864,-8.105461871915612,-34.16446006786797,-3.006580694379009,3.009178600254561,-37.26523096460056,-2.492646468784212,-15.1718985323347,6.435456267209658,0.005523092444465545,-14.8538432195377,-18.87834825431761,-1.465557698783864,-8.105461871915612,-19.66763692087332,1525.867960162486,6.597306606331466,-19.51182107875348,-0.05280217425179112,6.597306606331462,6.597316394000788,-0.05280165670286241,19.51181777075978, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,7.7851346582174,7.7851346599525,-178.6337298701151,48.32485212385578,190.6565608392027,0.4085372843261978,-0.07986111087198491,0.9088349161383745,0.02717692943328161,0.9315229055180591,-0.07568731949288689,0.3537636134233215,-0.03725334858572618,-0.9315248058943972,0.07570537718893797,-0.3537597495179804,0.03720579913214848,-156.76362300235,-4.0802587753888,2.8548746642541e-05,2.8741150756003e-05,1.5197643103008e-06,20925654.00148878,2136.846914127331,10.42661785230419,20925654.11059204,0.5550506958320511,10.42661785230419,0.0058493037851365,7.7851346599525,0,3.33058473,19.6969697,19.6969697,0.999354134,-3.08840884,10.4413773,-176.965827,-3.08840884,-0.135808262,0,1,-0.135808262,0,3.11774674,0.174,0.348,0,0.0911954806,0.227988701,0.227190817,0,0,0,-1,-151.759816,0,190.670605,-190.670605,360,30,0.5235,0.210535799,3.32828254,0,0,0,-7.78513466,-7.71931191,-0.92571647,18.5861013,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9161,0,-0,0,0,0,130,130,2.77617338262151161e-05,4.07458969505573891e-07,20925654.1146421619,4.73167037858885831
1.5,1.544212436723595,134.464073287434,-5.522748274842693,11.94083779191006,-36.23287889215904,0.7797200396962387,1.54124268017431,134.4633609013056,-5.519897072377681,0.2167308703,420827.6235,13.5054653002,1525.62914169,-11.92454977245478,-1.445089006338264,-6.173687995189162,-5.218377244603772,-2.136564916684319,-55.50451229807194,-33.76640589837729,-0.7467232431290775,-4.559807511599908,2.265602005995311,0.005133196172765154,-4.320703333993506,-11.92454977245478,-1.445089006338264,-6.173687995189162,-12.89244706289927,1525.568002196479,4.509263387886328,-12.72553909469124,-0.3532582937265218,4.509263387886326,4.509270089700056,-0.3532579715544923,12.72553672886152, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,6.4044035449624,6.4044035467828,-177.9600071312276,43.559224084212,191.2266125393293,0.3708166094363781,-0.08424416836677241,0.9246645414477438,0.01983552498758172,0.9160436103904737,-0.07359544991945587,0.3916293863258746,-0.04554379628398923,-0.9160460998499881,0.07361686835829837,-0.3916253607415449,0.04549369700076153,-152.62807650308,-6.1424253940576,2.9972414469882e-05,3.017441339788e-05,1.4505552502067e-06,20925652.60462167,2289.413761795589,10.94657131820774,20925652.72986066,0.5297740198188876,10.94657131820774,0.0062671111983606,6.4044035467828,3.2706509777303e-09,3.34053401,19.6969697,19.6969697,0.999404001,-3.09323404,10.95938,-177.242311,-3.09323404,-0.150582741,0,1,-0.150582741,0,3.10598806,0.174,0.348,0,0.148789783,0.371974458,0.376559624,0,0,0,-1,-154.655352,0,191.240699,-191.240699,360,30,0.5235,0.225799265,3.33178733,0,0,0,-6.40440355,-7.65221293,-0.917775473,11.8077613,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9162,0,-0,-0,0,0,130,130,2.91897566852365652e-05,3.37880523277071303e-07,20925652.7012520768,1.54124268017430999
1.6,2.699736186821214,130.2463052419125,-5.363034012768416,10.86451097777519,-49.64221839205058,2.583712099353067,2.696198053277581,130.2455705795953,-5.360936827568778,0.3265026798,516527.0139,16.5761391404,1525.56834176,-11.39253897846198,-1.687382659625475,-11.92187838326671,15.94159772759813,-2.720720629348191,-58.1018701146942,-33.7117649277608,-1.089826046138791,-6.428594022875724,4.864412637341387,0.009965684072594586,-4.597021815982449,-11.39253897846198,-1.687382659625475,-11.92187838326671,-16.26803681869012,1525.476461296441,3.96010059674109,-16.0900177668372,-0.4442075277800667,3.960100596741089,3.960109399446819,-0.4442071508690273,16.09001561070443, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,4.9635799713433,4.9635799687393,-177.7147485969896,30.2843281902502,191.2863641667077,0.2617900843758305,-0.08971630593990926,0.9609236996737424,0.006525302776085959,0.8645893440712461,-0.06805308385433283,0.4943618830309735,-0.0588249309599051,-0.8645927742653521,0.06808192328813889,-0.4943579121824618,0.05877449338043936,-133.69935827433,-5.8425945934304,3.1136171797088e-05,3.1346013875952e-05,1.3421620883017e-06,20925651.14655147,2441.966271319061,11.37159977643215,20925651.28903686,0.4901864687390116,11.37159977643215,0.0066849186115846,4.9635799687393,0,3.34157687,19.6969697,19.6969697,0.999456041,-3.09851312,11.3821572,-177.544802,-3.09851312,-0.156904683,0,1,-0.156904683,0,3.10170749,0.174,0.348,0,0.128481198,0.321202995,0.326096557,0,0,0,-1,-154.276972,0,191.300455,-191.300455,360,30,0.5235,0.240318322,3.34202581,0,0,0,-4.96357997,-7.46642581,-0.895600495,15.1944151,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9165,0,-0,-0,0,0,130,130,3.03955061198313845e-05,2.40037779156660875e-07,20925651.1773800589,2.69619805327758044
1.7,3.688625585959247,124.6242837383337,-5.023072043028469,8.525060904530884,-63.83150666756823,4.317968841893371,3.684717543872674,124.6235242257522,-5.021804505596046,0.4618177558,614316.4502,19.7135133899,1525.47900513,-8.754632988900784,-1.986380941131935,-17.55087753246731,36.30093293821653,-3.262099362931523,-53.21858818468004,-33.46949966411304,-1.455235160488886,-8.243262408184785,7.598750333604401,0.01809205274467801,-3.732361972252512,-8.754632988900784,-1.986380941131935,-17.55087753246731,-19.6286198939581,1525.349307368834,3.225352355847294,-19.43949629327676,-0.5706980091230152,3.225352355847291,3.22536332844661,-0.5706976006085321,19.43949448472051, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,3.1869017221034,3.1869017181388,-177.4050476729917,17.49529685918574,191.2642572467151,0.1535062254294621,-0.09354745656422167,0.9836822086424648,-0.007350137756967656,0.8041138196410132,-0.06095069468134533,0.5870228397271887,-0.07134538190260489,-0.8041182402955533,0.06098707998770591,-0.5870190606940157,0.07129554039679603,-116.51068815605,-5.7830745948928,3.2124032651067e-05,3.2340532431873e-05,1.2040515551098e-06,20925649.35151583,2594.507864640818,11.73238681614188,20925649.51235841,0.4397454934928646,11.73238681614188,0.0071027260248087,3.1869017181388,0,3.34119103,19.6969697,19.6969697,0.999520214,-3.10412886,11.7406232,-177.866584,-3.10412886,-0.162134581,0,1,-0.162134581,0,3.09630219,0.174,0.348,0,0.110895815,0.277239537,0.281230214,0,0,0,-1,-153.798509,0,191.278346,-191.278346,360,30,0.5235,0.254129274,3.35043147,0,0,0,-3.18690172,-7.14494873,-0.857166145,18.5823283,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9171,0,-0,-0,0,0,130,130,3.14699643759987419e-05,1.23632704449843043e-07,20925649.3255532235,3.68471754387267447
1.8,-307.2451179673255,64.18306391298677,18.67328611892077,86.5253303425613,-26.06436207542437,-55.29600973769357,-307.249198612631,64.18232392753917,18.67379312866668,0.1315257967,327844.8829,10.5202138996,1525.84701589,0.5965799953921631,0.2230971219213253,10.50091522090265,-14.16795883766411,-57.74345752187254,-30.07746149912493,-32.14920108609104,-0.09391779300927706,-1.237112820535609,1.230207448847969,0.1330250145020653,-0.09900272100182382,0.5965799953921631,0.2230971219213253,10.50091522090265,10.29908703687575,1525.812118013208,0.6521058005562183,10.49939103475211,-0.1115635134999592,0.6521058005562175,0.652099777629233,-0.1115637125814254,-10.49939140671246, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1.6730261668563,1.6730261663964,-177.5364075611935,6.63579982247117,190.4958376614666,0.05958295766834264,-0.09005207289110698,0.9940231218003942,-0.01607882612959765,0.7450121937209573,-0.05230696915089492,0.6607487624885776,-0.07504588633061388,-0.7450171173056072,0.05235033334187585,-0.6607453282096922,0.07499699173769414,86.748396575417,1.2151351587317,3.2647430441228e-05,3.286745767523e-05,1.086398988433e-06,20925647.81817001,2747.056938109905,11.92354207018309,20925647.99848275,0.3967762200122706,11.92354207018309,0.0075205334380327,1.6730261663964,0,3.32777958,19.6969697,19.6969697,0.999574898,-3.10832822,11.930141,-178.107207,-3.10832822,-0.152922492,0,1,-0.152922492,0,3.09859485,0.174,0.348,0,-3.20038937,-8.00097342,-6.50508106,0,0,0,-1,-96.6748846,0,190.50987,-190.50987,360,30,0.5235,0.267266658,3.36586151,0,0,0,-1.67302617,-6.68312284,-0.80186293,-11.3012543,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9176,0,0,0,0,0,130,130,3.20892495786631804e-05,3.35543854456420239e-08,20925647.7571389675,-307.249198612631062
1.9,-63.92378623497275,24.6854868126389,-3.10700767030675,49.2581601136818,-159.9006566079802,4.839847481302022,-63.92788596503561,24.68470520104168,-3.106813762655299,0.7990905569,808076.0242,25.9316904616,1526.31950388,1.39872400882502,1.306977130177115,25.86093486558915,1.819518657616434,-30.08610299170731,-30.92067495014588,-32.57839861250478,-2.670596126280433,-14.0737607957239,14.29783987967445,0.0006070922749416586,-0.9457097586599277,1.39872400882502,1.306977130177115,25.86093486558915,25.71626626395372,1526.102790733574,-0.4167724534427529,25.92773870295763,0.1767389801903827,-0.4167724534427515,-0.4167873582616517,0.1767384557892955,-25.92773846694217, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,3.8338222503662,3.83382224772,-177.6649814547278,2.261450717605305,190.8833552464132,0.02157246671201126,-0.09439405261637802,0.995130901647453,-0.01840869623148083,0.7189180448983892,-0.05372974480589682,0.6884095640422856,-0.07976359682011189,-0.7189235688038749,0.05377743431316005,-0.6884058402573952,0.07971379351469719,86.904095954255,2.8889753199552,3.2716556725729e-05,3.2937049813142e-05,1.1588349222074e-06,20925649.95837418,2899.675922954431,11.94878970627441,20925650.15927881,0.4232314208925345,11.94878970627441,0.0079383408512567,3.83382224772,-3.2706509777303e-09,3.33454304,19.6969697,19.6969697,0.999496847,-3.10618701,11.9562807,-177.984516,-3.10618701,-0.157544742,0,1,-0.157544742,0,3.10083889,0.174,0.348,0,1.29695092,3.2423773,2.96694241,0,0,0,-1,-174.107892,0,190.897416,-190.897416,360,30,0.5235,0.279763323,3.38060222,0,0,0,-3.83382225,-6.29749434,-0.755457886,-26.6831964,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29954,29.9185,0,0,0,0,0,130,130,3.22175195835333841e-05,1.10546059392058098e-07,20925649.8987719454,-63.9278859650356068
2,-59.37885598112679,11.01630332473406,-2.610046739961842,41.15555970405728,-110.9265086043717,4.958743899958725,-59.38295458014467,11.01549255559472,-2.610067786288957,0.612913557,707691.5912,22.7116078555,1526.03317983,1.798749472209077,-1.255462991116973,22.60542953359409,5.983260400198783,-21.13890611454995,-33.94756402359643,-33.09256334792673,-2.051516827206282,-10.33900437792195,10.53202083381871,0.06301776010173722,-0.9774979337052714,1.798749472209077,-1.255462991116973,22.60542953359409,22.43005338576603,1525.867453658908,-1.634777943086424,22.65262042138256,-0.05848508942589148,-1.634777943086426,-1.634790849980136,-0.05848555342750728,-22.6526194887255, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,6.2632667832077,6.2632667805893,176.1639234327045,0.464672738499163,191.1837165095372,0.0007721426289884709,-0.09752115740486111,0.9946622481474259,0.03370518898456746,0.7038786086214528,-0.09279103374454388,0.7027862318898201,-0.04512472324407891,-0.7038818972967271,0.09284228147802413,-0.702779463592405,0.0450733954865481,85.450470813551,-3.1688384153673,3.2427153001973e-05,3.2645695628743e-05,1.173609665437e-06,20925652.36611683,3052.273919241472,11.84309462105857,20925652.58872341,0.4286275244426179,11.84309462105857,0.0083561482644808,6.2632667805893,0,3.33978533,19.6969697,19.6969697,0.999409098,-3.10541625,11.850845,-177.940351,-3.10541625,-0.162016276,0,1,-0.162016276,0,-3.07464049,-0.174,0.348,0,0.868434594,2.17108648,2.19102459,0,0,0,-1,136.019782,0,191.197799,-191.197799,360,30,0.5235,0.291650518,-2.78298997,0,0,0,-6.26326678,-6.18313255,-0.741588641,-23.3942081,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9192,0,-0,0,0,0,130,130,3.19710996675143228e-05,5.45781211133090561e-08,20925652.3587475941,-59.3829545801446699
2.1,-55.59894945573565,1.815610071037352,-2.134959530425165,33.95965944560803,-71.42648310544935,4.437839932544628,-55.6030437987644,1.814791314174552,-2.135108848264403,0.4520433841,607751.4574,19.5052566759,1525.81129252,2.445403972525969,-2.962314930351594,19.1232771160591,6.814627513680093,-13.02635520670103,-35.48306822969042,-33.26549691992383,-1.523638867325927,-7.061528571245866,7.225263262045481,0.0942011626843029,-1.046889597972257,2.445403972525969,-2.962314930351594,19.1232771160591,19.1093603595857,1525.68957724647,-2.499322203478591,19.34302586498371,-0.2361713420164957,-2.499322203478592,-2.499333029739413,-0.2361717241998518,-19.34302446144763, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,8.363189201802,8.3631892009112,170.4057887104896,-0.1507160476228237,191.4890492956563,-0.00967457495550115,-0.09963283727664647,0.9915029160703126,0.08307627675637785,0.6942576761953358,-0.129194857234868,0.7079391975119198,-0.01170728551344462,-0.6942585705544383,0.1292490617835435,-0.7079293033473277,0.01165412810762764,82.71280636718,-8.7354647219637,3.1853680171532e-05,3.2068357859495e-05,1.1320614186571e-06,20925654.44322777,3204.85132996029,11.63365116063953,20925654.68864594,0.4134532514344755,11.63365116063953,0.0087739556777048,8.3631892009112,0,3.34511439,19.6969697,19.6969697,0.999333257,-3.10606818,11.6409911,-177.977707,-3.10606818,-0.167997266,0,1,-0.167997266,0,-2.97414208,-0.174,0.348,0,0.80140742,2.00351855,2.01901785,0,0,0.00153398437,-1,132.123399,0,191.503155,-191.503155,360,30,0.5235,0.302957967,-2.67118411,0,0,0,-8.3631892,-6.2949358,-0.754865839,-20.0978903,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9193,0,-0,0,0,0,130,130,3.14216691871756801e-05,-4.55327309225773887e-08,20925654.4942313395,-55.6030437987643893
