Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
2.2,-52.5088122683919,-3.890836035658854,-1.72252612987401,27.38644641676133,-41.71141916947973,3.744047480109518,-52.5129042453253,-3.891650920662241,-1.722745197585628,0.3166424456,508643.3619,16.325158813,1525.64345835,3.081380815696586,-3.898273262099828,15.55054237356134,5.845552981154771,-5.752761386871567,-35.7913614645249,-33.20613508449711,-1.111628246006134,-4.537200248386003,4.667261898239988,0.09926364252857546,-1.01580791986512,3.081380815696586,-3.898273262099828,15.55054237356134,15.78437455601486,1525.558708355441,-3.072926933866687,16.02914236801449,-0.3667768726511058,-3.072926933866688,-3.072935688883747,-0.3667771660042183,-16.02914068288612, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,10.1317473948,10.131747395877,164.9926104814216,-0.008245144512543701,191.6517883353385,-0.01332663759945832,-0.1006273119784081,0.9863165607857343,0.1299083782290197,0.6880079655614602,-0.1630133619737682,0.7068542949607038,0.02070480228344007,-0.6880063025482903,0.1630700605401578,-0.7068412168527057,-0.02075998958203549,78.791879263443,-13.815094950886,3.1085099351482e-05,3.1294597175756e-05,1.0485835669132e-06,20925656.18786448,3357.413404368164,11.35294982449297,20925656.45720429,0.3829653715224595,11.35294982449297,0.0091917630909289,10.131747395877,3.2706509777303e-09,3.34795472,19.6969697,19.6969697,0.999269386,-3.10787276,11.3594017,-178.081109,-3.10787276,-0.172642181,0,1,-0.172642181,0,-2.87966429,-0.174,0.348,0,0.746511566,1.86627892,1.87885431,0,0,0.00306796875,-1,128.334495,0,191.665906,-191.665906,360,30,0.5235,0.313713944,-2.56595035,0,0,0,-10.1317474,-6.57991004,-0.788922545,-16.8180632,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.919,0,-0,0,0,0,130,130,3.06642733271007088e-05,-1.74861616202297571e-07,20925656.3010470159,-52.5129042453253021
2.3,-50.05214999626209,-6.994811628396765,-1.381736087240951,21.32067320701751,-19.66430883176388,3.012909046952115,-50.05624206547275,-6.995616347126751,-1.381988477405718,0.2066735692,410927.7643,13.1893822548,1525.52012207,3.572693665942952,-4.145321349255071,12.00049895394341,3.955202063963942,0.7348880710844838,-35.04609927032309,-33.01284597009494,-0.7651717454968961,-2.61310234388505,2.70446659450356,0.08561512396297243,-0.8641239500036477,3.572693665942952,-4.145321349255071,12.00049895394341,12.47256375150761,1525.465287307726,-3.425669213428843,12.72843743709197,-0.4598642332875551,-3.425669213428841,-3.425675965663245,-0.459864440916907,-12.72843561232538, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,11.569463811815,11.569463811896,159.8591508967106,0.5618636575721245,191.6321472482677,-0.01291636905289951,-0.1006259256760687,0.9794265427186712,0.1744455155929043,0.68342608357746,-0.194504901000323,0.7016922193163327,0.05219828659782576,-0.6834217038614574,0.1945637437504527,-0.7016759057998457,-0.05225559806256697,73.421095026884,-18.31809618254,3.0191033225361e-05,3.0394505482738e-05,9.346226189798e-07,20925657.60054903,3509.964315805712,11.02641831801774,20925657.89492089,0.3413443948547865,11.02641831801774,0.0096095705041529,11.569463811896,3.2706509777303e-09,3.34761192,19.6969697,19.6969697,0.999217467,-3.11064558,11.0316944,-178.239992,-3.11064558,-0.175072191,0,1,-0.175072191,0,-2.79006852,-0.174,0.348,0,0.702746649,1.75686662,1.76674771,0,0,0.00766992187,-1,124.596036,0,191.646263,-191.646263,360,30,0.5235,0.323945345,-2.46612318,0,0,0,-11.5694638,-6.99005379,-0.837997743,-13.5664334,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9185,0,-0,0,0,0,130,130,2.97734377595244215e-05,-3.22419327988889041e-07,20925657.7781704478,-50.0562420654727518
2.4,-48.18215495612151,-8.189212360013459,-1.111360808127154,15.66787096951636,-3.828001859884391,2.364734228418773,-48.18624876890097,-8.190003703161821,-1.111626846475512,0.1219487487,315651.0343,10.1315923013,1525.43615685,3.860890734697009,-3.778735951690953,8.571104940532742,1.838494412520886,6.511952248268144,-33.4000938242531,-32.74709328366043,-0.4629567557835121,-1.224359349506704,1.277794794697032,0.05904943085693448,-0.6103846946078941,3.860890734697009,-3.778735951690953,8.571104940532742,9.184146333176644,1525.404230268386,-3.613083241019315,9.451129643146565,-0.5205194726399909,-3.613083241019315,-3.613088094143107,-0.5205196045557665,-9.451127780573609, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,12.678219724447,12.678219721837,154.9412836108312,1.317763014750197,191.451905954539,-0.01047322750641088,-0.09987021935320352,0.9710011622893502,0.216963115816199,0.6791959938114931,-0.2240350259056303,0.6940070206395657,0.08279712833713229,-0.6791887460169573,0.2240957543958769,-0.6939874137124431,-0.08285656132359266,65.750614129251,-21.898633540062,2.9224239511885e-05,2.9421196059281e-05,7.9971574851657e-07,20925658.68316231,3662.507540538426,10.6733249091742,20925659.00367698,0.2920735034158497,10.6733249091742,0.010027377917377,12.678219721837,-6.5413019554606e-09,3.34446612,19.6969697,19.6969697,0.999177428,-3.11423467,10.6773139,-178.445647,-3.11423467,-0.175515482,0,1,-0.175515482,0,-2.70423555,-0.174,0.348,0,0.669281704,1.67320426,1.68057891,0,0,0.0184078125,-1,120.860085,0,191.466009,-191.466009,360,30,0.5235,0.333677754,-2.37055779,0,0,0,-12.6782197,-7.48205457,-0.896897958,-10.3480257,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9177,0,-0,0,0,0,130,130,2.88055713453661017e-05,-4.79643268477656565e-07,20925658.9264702834,-48.1862487689009669
2.5,-46.85119368999982,-8.039424371646827,-0.9017867150317405,10.66523149451555,6.965162361896808,1.791132362867957,-46.85528998065287,-8.040200589536902,-0.902059097350166,0.06221240583,225451.8919,7.2365655655,1525.38781974,3.948275792801243,-2.8654942359433,5.344898711070331,-0.01592744063325968,11.67009550563511,-31.00300271717176,-32.44937782658074,-0.1883294026671337,-0.3411145042214265,0.3605612901708545,0.03330385022985066,-0.2851862139516124,3.948275792801243,-2.8654942359433,5.344898711070331,5.924173042935474,1525.371859655958,-3.687079920304233,6.202269988011951,-0.552421796222248,-3.687079920304234,-3.687082996013923,-0.5524218668227552,-6.202268153297381, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,13.460640914738,13.460640914882,150.1795604705671,2.092714728998282,191.1631396529314,-0.007459194775061124,-0.09864873788531002,0.9611311876977621,0.2577588542836743,0.6743481024033862,-0.2520182570835036,0.6848966589994082,0.1125077836107073,-0.6743378443557552,0.2520806853514664,-0.6848736843277697,-0.1125692509421414,53.54672398948,-23.326754690077,2.8222810820389e-05,2.841301823932e-05,6.5219849165362e-07,20925659.43832971,3815.046116159906,10.30758185775399,20925659.78609836,0.2381970166970859,10.30758185775399,0.010445185330601,13.460640914882,0,3.3394262,19.6969697,19.6969697,0.999149175,-3.11848785,10.3103271,-178.689354,-3.11848785,-0.174728741,0,1,-0.174728741,0,-2.6211278,-0.174,0.348,0,0.645314866,1.61328716,1.61840267,0,0,0.0843691406,-1,117.093889,0,191.177221,-191.177221,360,30,0.5235,0.342935507,-2.27819229,0,0,0,-13.4606409,-8.01694078,-0.960953762,-7.16322192,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9168,0,-0,0,0,0,130,130,2.78013243338126656e-05,-6.39375764375109426e-07,20925659.7479370013,-46.85528998065287
2.6,-45.97900842115502,-7.021297967181509,-0.7447338383482248,6.655873785615588,13.03136131172728,1.349071728370679,-45.98310727406781,-7.022057745548514,-0.7450139188488381,0.02718765893,149038.8328,4.78390808403,1525.37233238,3.877243747016299,-1.463503738555654,2.389751930620647,-1.291234947743788,16.28955526728554,-28.00900124740655,-32.15894335030936,0.04897759377523446,0.03792442706893828,-0.04562073939269758,0.01488757018247436,0.06129052669636728,3.877243747016299,-1.463503738555654,2.389751930620647,2.694149082325252,1525.36547105754,-3.697788927039301,2.983363988737546,-0.558276739814592,-3.697788927039299,-3.697790353448287,-0.5582767658281289,-2.983362215878208, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,13.919678345323,13.919678340557,145.5234624340618,2.782300455299386,190.8276603540038,-0.004867806799136851,-0.09724650792805523,0.9498611805793423,0.2971248202038712,0.6682113835488088,-0.2788626771585795,0.6750951802119349,0.1413352462705302,-0.6681979823190648,0.2789266732374455,-0.6750687416953375,-0.141398590400667,31.647740811756,-17.813654928739,2.7210935943552e-05,2.7394323835395e-05,4.9959236234674e-07,20925659.86900176,3967.582783104404,9.938023452093313,20925660.24513597,0.1824619566114052,9.938023452093313,0.010862992743825,13.919678340557,-3.2706509777303e-09,3.33357098,19.6969697,19.6969697,0.999132599,-3.12323473,9.93969165,-178.96135,-3.12323473,-0.173620401,0,1,-0.173620401,0,-2.53986356,-0.174,0.348,0,0.629494009,1.57373502,1.57698488,0,0,0.217825781,-1,113.285411,0,190.841717,-190.841717,360,30,0.5235,0.351741754,-2.1881218,0,0,0,-13.9196783,-8.55971779,-1.02597465,-4.00933687,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9158,0,-0,0,0,0,130,130,2.67865416643713194e-05,-7.95252635471881903e-07,20925660.245154731,-45.9831072740678195
2.7,-45.42404034576631,-5.66072257782717,-0.6202102206803283,4.835653077173435,13.33000183506739,1.173894652673648,-45.42814149726219,-5.661464410975007,-0.620504403349954,0.01662387245,116541.0897,3.74079491442,1525.38246808,3.713726055905389,0.3760908454551228,-0.2456441519986398,-1.877899533227624,20.42579541616477,-24.63550305003026,-31.96368394038217,0.1845054012979054,-0.03968429865608975,0.01791237047017018,0.003508734517859262,0.304837763450659,3.713726055905389,0.3760908454551228,-0.2456441519986398,-0.5112131651778888,1525.377907539313,-3.694832854612492,-0.2108766430265663,-0.5452410564684501,-3.69483285461249,-3.694832757536829,-0.5452410551868281,0.2108783472251616, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,14.05814531818,14.058145318273,140.9351128825243,3.336444670083134,190.4997764665774,-0.003257642505432852,-0.09588997838027125,0.9372104704500004,0.3353073722577938,0.6604045304996555,-0.3049026116531228,0.6650112272281805,0.1692935945719846,-0.6603878614367833,0.304968076243252,-0.6649812083096152,-0.1693586063196257,-3.7843127992046,5.7701333656732,2.6199056239896e-05,2.6375624575144e-05,3.4822029869576e-07,20925659.97799136,4120.119844119727,9.568463120775558,20925660.38360312,0.1271775996610813,9.568463120775558,0.011280800157049,14.058145318273,3.2706509777303e-09,3.32784832,19.6969697,19.6969697,0.999127599,-3.12830211,9.56930179,-179.251711,-3.12830211,-0.172965123,0,1,-0.172965123,0,-2.45978175,-0.174,0.348,0,0.61950573,1.54876432,1.55092861,0,0,0.328272656,-1,109.445683,0,190.513809,-190.513809,360,30,0.5235,0.360118514,-2.09966324,0,0,0,-14.0581453,-9.07900073,-1.08820375,-0.877325402,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.9149,0,0,0,0,0,130,130,2.57725228836726393e-05,-9.41916995576998273e-07,20925660.4207595065,-45.4281414972621889
2.8,-44.89399518299213,-4.421294134162758,-0.5012291368293104,6.33288554156735,11.155149441087,1.23576069541859,-44.89809830252945,-4.422016017447238,-0.5015447284016884,0.03036001932,157494.2579,5.05530865106,1525.40641515,3.514505927659457,2.606083894703979,-2.532334965137028,-2.054725123188668,24.09175726375563,-21.03491067834194,-31.90322642791434,0.2041392387909347,-0.2882054860184152,0.2651307060756471,-0.00517451196770283,0.3801019505788048,3.514505927659457,2.606083894703979,-2.532334965137028,-3.704539040887608,1525.397404059554,-3.710451819004772,-3.39307914300866,-0.5250778852401459,-3.710451819004772,-3.710450317438561,-0.525077873297791,3.393080786871664, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,13.877904396504,13.877904395368,136.3977121585215,3.755246498692579,190.2072699975596,-0.002719019727842313,-0.0946709345918583,0.9232183826052117,0.3724215878477518,0.6508914860957004,-0.3302843346678569,0.6547364715406873,0.1963992984600319,-0.6508714323760617,0.3303511747376138,-0.6547027495299044,-0.1964657466944192,-35.774181987921,31.031837634152,2.5185809802082e-05,2.5355549372335e-05,2.0165947304388e-07,20925659.76716079,4272.658599028531,9.198403483533726,20925660.20336236,0.07365040925469657,9.198403483533726,0.011698607570273,13.877904395368,3.2706509777303e-09,3.32274312,19.6969697,19.6969697,0.999134107,-3.13358596,9.19869219,-179.554475,-3.13358596,-0.173143771,0,1,-0.173143771,0,-2.38058917,-0.174,0.348,0,0.610438718,1.52609679,1.52862643,0,0,0.469399219,-1,105.641055,0,190.221281,-190.221281,360,30,0.5235,0.368086735,-2.01250243,0,0,0,-13.8779044,-9.54661921,-1.14426943,2.24881135,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9141,0,0,-0,0,0,130,130,2.47579529450359208e-05,-1.07644312509952259e-06,20925660.2765239738,-44.8980983025294478
2.9,23.27637417169882,-4.051745909616798,2.428400988855322,110.5438710919158,9.756081553539111,-0.9045736692561819,23.27226748738842,-4.052455506841887,2.428104477123092,0.0326954591,163440.1724,5.24611959226,1525.72116235,3.15127274171617,3.201324092774926,-2.709755512343518,-2.017273115858873,15.95590962682632,-20.2744600828856,-25.60837595666374,-0.8594682250138399,0.3389825513653432,0.2707586760641998,-5.261351739728859,4.064489861114366,3.15127274171617,3.201324092774926,-2.709755512343518,-4.270156241329029,1525.711288738623,-3.448827919774256,-3.947508798689519,-0.2110237910640418,-3.448827919774257,-3.448826240516957,-0.2110237829241348,3.947510266244117, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,13.533585809171,13.533585809981,135.4616117079267,3.988688626369187,189.8363067812975,-0.0003828268435196411,-0.09242957995348171,0.9203172627223143,0.3800957275852199,0.6504920161208672,-0.3341258931792051,0.6510331380680279,0.20341061331087,-0.6504705047276715,0.3341947287347261,-0.6509978054044639,-0.2034793923812012,-40.691987246326,37.605922107273,2.4210267304973e-05,2.4373432216819e-05,1.18145985221e-07,20925659.39113574,4425.220342637701,8.842114079358302,20925659.85904393,0.04314947316288453,8.842114079358302,0.012116414983497,13.533585809981,3.2706509777303e-09,3.31626859,19.6969697,19.6969697,0.999146541,-3.1367127,8.84221361,-179.733638,-3.1367127,-0.169795983,0,1,-0.169795983,0,-2.36425113,-0.174,0.348,0,-0.564179731,-1.41044933,-1.3489202,0,0,0.608991797,-1,124.749828,0,189.85029,-189.85029,360,30,0.5235,0.37566634,-1.98858479,0,0,0,-13.5335858,-9.94181791,-1.19167266,2.7558376,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9134,0,0,-0,0,0,130,130,2.37758094675398336e-05,-1.15409981305964017e-06,20925659.9401966669,23.2722674873884152
3,33.86678373768116,-3.181767262443461,2.176808729415228,99.65957138331918,7.445736955262861,-3.725919496144912,33.8626724686919,-3.182473135107978,2.176573114191016,0.06482338103,230135.1954,7.38681090217,1525.64554064,2.973316999411815,4.701847140862662,-4.859731966823843,-1.520162598608148,13.8321936402729,-22.92396117335497,-26.25105929838584,-0.823509820070653,-0.3085001612340607,0.8615141411880273,-4.493389893057147,3.899266107585325,2.973316999411815,4.701847140862662,-4.859731966823843,-6.860788951578598,1525.626222165068,-3.44608162797662,-6.52703623692989,-0.2954567303774169,-3.44608162797662,-3.446078959484442,-0.2954567248280044,6.527037646065153, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,13.010399799794,13.010399801756,138.2539151709508,4.093030612244795,189.4159228124729,0.004029381432257886,-0.0893223306225089,0.9295813469784309,0.3576084516439769,0.6601626107515124,-0.3160278259194306,0.6544639360945557,0.1897068711512752,-0.6601418563375308,0.3160994104230326,-0.6544293645107558,-0.1897790797414149,-58.540564356111,39.532753738217,2.326780364971e-05,2.3424616838887e-05,4.8713987435581e-08,20925658.83512986,4577.787184726229,8.49790572368993,20925659.33585807,0.01779140304279281,8.49790572368993,0.012534222396721,13.010399801756,-3.2706509777303e-09,3.30893151,19.6969697,19.6969697,0.999165433,-3.13949903,8.49791903,-179.893295,-3.13949903,-0.165245236,0,1,-0.165245236,0,-2.41298602,-0.174,0.348,0,-0.7504397,-1.87609925,-1.83140464,0,0,0.710234766,-1,130.367947,0,189.429875,-189.429875,360,30,0.5235,0.382876283,-2.03010974,0,0,0,-13.0103998,-10.2603462,-1.22990663,5.29713101,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9128,0,0,-0,0,0,130,130,2.28215427664128933e-05,-1.22803067229129444e-06,20925659.3964343406,33.8626724686918976
3.1,43.23480094868292,-2.535715494432624,1.780249285774521,86.56407480005805,5.361880492701451,-3.968862652577094,43.23068620165689,-2.536420450878677,1.780081366819366,0.1148942602,306386.4355,9.83411590706,1525.58071503,2.853013415142398,5.931997521918785,-7.306268235318722,-0.841840776858169,10.44843505839827,-26.11797655465707,-26.92736222190618,-0.7706286736332641,-1.151260568938489,1.638728429500512,-3.62828441762337,3.721015237559365,2.853013415142398,5.931997521918785,-7.306268235318722,-9.520941530418474,1525.546951201138,-3.517019316305283,-9.176084059049046,-0.3740215815456782,-3.517019316305283,-3.517015718173106,-0.3740215884428011,9.176085437863058, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,12.225811086595,12.225811090403,142.0564251977987,4.184401733424574,189.0777121660444,0.008706375686242447,-0.08661806448957443,0.9411453518417455,0.3265990456709372,0.6716467269897763,-0.2921886537189121,0.6593337915087504,0.1696921216101272,-0.6716275427753664,0.2922631748887391,-0.6593007618616324,-0.1697680352662085,-68.669928612637,37.099855761387,2.2316455844924e-05,2.2466857438342e-05,-4.3065867893825e-08,20925658.01661077,4730.345797930004,8.150452599720005,20925658.55126949,-0.01572858689451095,8.150452599720005,0.012952029809945,12.225811090403,-3.2706509777303e-09,3.30302862,19.6969697,19.6969697,0.999193765,3.13966288,8.15046298,179.902683,3.13966288,-0.163365744,0,1,-0.163365744,0,-2.47935234,-0.174,0.348,0,-0.915841725,-2.28960431,-2.25054866,0,0,0.832953516,-1,136.513379,0,189.09164,-189.09164,360,30,0.5235,0.389734592,-2.08961775,0,0,0,-12.2258111,-10.4861862,-1.25706033,7.91902511,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9125,0,0,-0,0,0,130,130,2.18580737555384196e-05,-1.32324142188565395e-06,20925658.5834661201,43.2306862016568942
3.2,51.32437943832125,-2.082496512488477,1.413826265589644,74.62343512694497,3.600792931976752,-3.194282062052242,51.32026218124256,-2.083200618719529,1.413732820323283,0.1841213541,387861.519,12.4489163206,1525.52292155,2.8135195039684,6.749788250475129,-10.07472005228378,0.1034708132684082,5.546881727512126,-29.26752670908803,-27.37373065847668,-0.7981077467823472,-2.248979246147286,2.697112576572493,-2.908952232806239,3.636966523588269,2.8135195039684,6.749788250475129,-10.07472005228378,-12.23851008524698,1525.469378826874,-3.684739828242352,-11.88254916754782,-0.4508161890667139,-3.684739828242351,-3.684735374178455,-0.4508162214045388,11.88255054751075, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,11.173251736909,11.173251737944,146.7410220097711,4.278278278895242,188.8115911777011,0.01369038913605956,-0.08420617382775468,0.9538576383975501,0.2878845240808227,0.6841598961854567,-0.2631078817956973,0.6647985095348287,0.1440222924021024,-0.6841430878949338,0.2631854445996396,-0.6647678072031155,-0.1441021149839111,-74.396796987673,32.833450662787,2.1333019204142e-05,2.1476792940684e-05,-1.5592789681184e-07,20925656.92901062,4882.89663724714,7.791279865166509,20925657.49871028,-0.05694823931025894,7.791279865166509,0.013369837223169,11.173251737944,-6.5413019554606e-09,3.29838393,19.6969697,19.6969697,0.999231775,3.13428356,7.7914838,179.594448,3.13428356,-0.164100376,0,1,-0.164100376,0,-2.56111398,-0.174,0.348,0,-1.05879558,-2.64698894,-2.61334716,0,0,0.987885938,-1,143.044649,0,188.825499,-188.825499,360,30,0.5235,0.396258417,-2.16485556,0,0,0,-11.1732517,-10.6029547,-1.27116986,10.6113807,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9123,0,0,-0,0,0,130,130,2.08615464995853136e-05,-1.43435836215290483e-06,20925657.4957991876,51.3202621812425619
3.3,58.34861693067491,-1.794034006147655,1.147428023971542,65.69759748163189,2.076767124829404,-1.975874276797782,58.34449791764072,-1.79473391849175,1.147415462555311,0.2730184771,472308.7364,15.1588783625,1525.46270945,2.882851873397085,7.001451064788487,-13.13241947516577,1.333667593735174,-0.8780037855073342,-31.80918864948659,-27.5133146295837,-0.928763702361397,-3.61100392355195,4.055246887813304,-2.376295130401212,3.708005688353639,2.882851873397085,7.001451064788487,-13.13241947516577,-14.98555203688153,1525.383921027185,-3.975502625405096,-14.61849127319791,-0.5354297144572326,-3.975502625405095,-3.97549741437179,-0.5354297886140298,14.61849268762268, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,9.8483151048422,9.8483151100735,152.1870826601895,4.379489429552356,188.6020355584564,0.01897328198236468,-0.08190227142829359,0.9665602171520951,0.2422671647677387,0.6968775400371139,-0.2292224250990224,0.6700450239962261,0.1133950609217196,-0.6968638913107342,0.229303043188223,-0.6700174391275201,-0.1134789083349014,-77.618720083539,27.50792603267,2.028741912082e-05,2.042414605149e-05,-2.9065049005812e-07,20925655.567923,5035.439411464599,7.409403638161534,20925656.17377379,-0.1061518365468146,7.409403638161534,0.013787644636393,9.8483151100735,0,3.2947265,19.6969697,19.6969697,0.999279622,3.127267,7.41016049,179.192399,3.127267,-0.1674595,0,1,-0.1674595,0,-2.65616567,-0.174,0.348,0,-1.18273184,-2.95682959,-2.92741611,0,0,0.909652734,-1,149.91394,0,188.615928,-188.615928,360,30,0.5235,0.402464071,-2.2537016,0,0,0,-9.84831511,-10.5952948,-1.27039192,13.3481008,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29952,29.9124,0,0,-0,0,0,130,130,1.9801127090075523e-05,-1.55794314922234771e-06,20925656.1302168891,58.3444979176407159
